h_comment,h_date,h_name,h_rating,h_reviewer_name,h_title_comment
"Ngoài không gian đẹp, view biển ngay trước mắt  và dịch vụ tốt thì điều làm mình hài lòng chính là  sự phục vụ tận tâm của nhân viên khách sạn. Mọi người đều thân thiện, niềm nở và chu đáo quan tâm đến khách lưu trú nên càng làm cho kỳ nghỉ của mình tại đây vô cùng tuyệt vời. Hoặc nếu như bạn nào ở Nha Trang cũng có thể ghé vào đây để thưởng thức trà, ngắm biển cũng là 1 ý tưởng rất hay và thú vị. Mình sẽ quay lại đây nếu có dịp ra Nha Trang vào lần tới. Cảm ơn Queen Ann.",  thg 2 2019,Queen Ann Nha Trang,ui_bubble_rating bubble_40,Huyền Trang,"""Chất lượng phục vụ rất tốt"""
"bãi biển nhỏ xíu nhưng fai đi 500m mới đến, trc mặt villa ko có bãi biển, đây là điểm trừ lớn nhất, nhân viên pvu nhiệt tình, lúc tắm biển mình bị sứa cắn thì đc nhân viên bôi thuốc của Pháp, đồ ăn cũng đc, muốn nghỉ dưỡng yên tỉnh nên đt trc nếu ko muốn ồn ào nếu gặp fai những đoàn khách của những cty cho nv nghỉ dưỡng, quá  trời trẻ con luôn",  thg 9 2014,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,Jasmine20062014,được
"Đi Nha Trang lần thứ 2. Mình đi  cufng gia đình họ hàng. và mình được bạn bè giới thiệu khách sạn Queen Ann Nha Trang nên đã chọn khách sạn này để ở lại. Theo cảm nhận thì khách sạn này mới nên phòng đẹp,gọn gàng sạch sẽ.  Ưng ý nhất là phòng sạch sẽ.  mình được sắp xếp phòng view biển nên rất thích và gần  biển nên rất thuận tiện. Nhân viên khách sạn nhiệt tình hỗ trợ.sẽ quay lại Queen Ann Nha Trang nếu có dịp  đến Nha Trrang du lịch",  thg 2 2019,Queen Ann Nha Trang,ui_bubble_rating bubble_40,Le Hang,Kì nghỉ thoải mái
"Khách sạn mới, sạch sẽ, nhân viên nhiệt tình. Đặt phòng Deluxe nhưng được miễn phí nâng hạng phòng lên phòng hướng biển trực diện, rất rất đẹp. Sáng ngắm bình minh, chiều thưởng thức trái cây miễn phí ngắm biển ngoài ban công, nói chung tuyệt vời. Sẽ quay lại nếu có cơ hội.",  thg 2 2019,Queen Ann Nha Trang,ui_bubble_rating bubble_40,Huyneo,View đẹp; phòng đẹp; sạch sẽ; đồ ăn ngon
"Là một cặp vợ chồng, chúng tôi vừa trải qua 8 đêm cuối cùng tại Amiana.  Các nhân viên đều rất hữu ích và thân thiện và cực kỳ lịch sự.  Các phòng rất thoải mái, chức năng và rộng rãi.  Bản thân tài sản và các khu vực chung được duy trì tốt và phần lớn trong tình trạng tốt.  Lựa chọn thực phẩm và thực đơn cũng rất tốt.  Chỉ là một lời cảnh báo. . . khu nghỉ dưỡng này hoàn toàn bò với những đứa trẻ la hét và trẻ mới biết đi. . . với hoàn toàn không có lối thoát có thể. Nhóm khách chính dường như là người Nga - không chắc chúng ta có trùng với ngày nghỉ ở trường không! ! ! ! (Tuyệt vời cho các gia đình ... không chắc chắn về các cặp vợ chồng hoặc người lớn muốn một nơi nghỉ ngơi yên tĩnh, yên bình)  Sebastian the GM và tất cả các nhân viên đều rất vui mừng - cảm ơn bạn đã chăm sóc",  thg 4 2019,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,Anthony P,Khu nghỉ dưỡng tuyệt vời
"Khách sạn mới, ngay trung tâm, nằm trên con đường đẹp nhất Nha Trang. Phòng của tôi được xếp ở tầng cao, nhìn toàn cảnh thành phố rất lung linh. Lần sau quay lại nhất định sẽ rủ thêm bạn bè ở cùng, chụp hình sống ảo trên tầng cao ""bao đẹp bao sang chảnh"".",  thg 9 2018,Queen Ann Nha Trang,ui_bubble_rating bubble_40,nhatvien1984,"Khách sạn mới, trung tâm thành phố."
"Tôi vừa trải qua kỳ nghỉ 2 đêm 3 ngày tại khách sạn theo gói Relaxing Package, tôi thật sự enjoy vì giá cả rất hợp lý, dịch vụ tốt, đặc biệt là dịch vụ spa. Tôi được ở phòng có view đẹp, các tiện nghi trong phòng mới và hiện đại. Tôi sẽ quay lại và giới thiệu bạn bè đến Queen Ann trong những chuyến du lịch sắp tới. Cảm ơn khách sạn đã đem đến cho tôi 1 kỳ nghỉ đúng nghĩa.-",  thg 9 2018,Queen Ann Nha Trang,ui_bubble_rating bubble_40,Na8533,"Dịch vụ Tốt, chất lượng."
"Mình đi cùng công ty lữ hành TQ đến đây. KS mới, sang trong, 5 sao nhưng ko có bảng đồng. Khi đến check in, lễ tân tỏ thái độ rất khó chịu, cho cả nhóm ngồi chờ gần cả tiếng để ktra và đối chiếu RML đoàn,  mặc dù KS toàn khách TQ ko, mình ko hiểu vì sao ng Việt Nam! với nhau lại ko dc uu tiên ngay trong 1 KS thuần Việt nhỉ? Phòng nghỉ đẹp, sạch, sang trọng, toàn bộ đều op gỗ và dùng nội thất thương hiệu, chủ đầu tư chịu chi. KS có hồ bơi, khu trò chơi em bé nhưng nhỏ, NH ăn sáng rất tệ, ít món và cực kỳ dở, đi tới đi lui ko có j ăn. Nếu ai đi nghỉ dưỡng, nhu cầu ở phòng nhiều thì ở đây, còn ko ở các KS 3-4 sao khác sẽ được pvu tót hơn. 5 sao mà hoàn toàn ko thân thiện. Rất khó chịu",  thg 6 2018,Queen Ann Nha Trang,ui_bubble_rating bubble_30,HÀ HOÀNG AN,"KS mới, sang trọng, ăn uống rất dở"
"Thái độ phục vụ của nhân viên Khách sạn Queen Ann Nha Trang rất tệ. Mình chắc chắn để quên 2 món đồ tại khách sạn, nhưng khách sạn nhân viên không báo cho mình biết để quên đồ khi kiểm phòng, dù mình trả phòng lúc 11h30, và lưu lại tại sảnh khách sạn chờ xe đến 13h30. Hôm sau mình gọi điện nhờ khách sạn kiểm tra và xác nhận việc quên đồ, nhưng sau nhiều lần gọi điện, chờ từ sang tới chiều khách sạn không gọi lại. Cuối giờ chiều mình gọi lại cho khách sạn thì họ báo không có quên gì hết.",  thg 9 2017,Queen Ann Nha Trang,ui_bubble_rating bubble_20,thanhbinh_le,Khách sạn Queen Ann Nha Trang bình thường
"Gia đình tôi đến nghỉ hai đêm nhưng rất đông khách Trung Quốc,ồn ào và hay gọi nhau quá to làm cho nhiều người khó chịu.thức ăn đơn điệu,hoa quả ít,khách sạn mới vẫn còn nhiều mùi vôi và sơn.bể bơi trên cao đẹp,nhân viên chưa biết việc cần phải đào tạo thêm nhiều.khách sạn xa biển khoảng 800 mét ,không thuận tiện như Mường thanh.",  thg 6 2018,Meliá Vinpearl Nha Trang Empire,ui_bubble_rating bubble_40,Nhatrangbuon,Khách sạn xa biển
"Quá tệ cần cải thiện chất lượng dịch vụ , đặc biệt nhân viên nhà bếp khi khách kêu làm món khác cho nóng lên có thái độ cọc và không muốn làm cho khách và bắt khách ăn đồ nguội ( dù chưa đến giờ nghỉ , vào buổi sáng )",  thg 7 2022,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_10,Bảo,Đánh giá resot
"Thái độ phục vụ của đội ngũ nhân viên rất tốt. các bạn Trân, Oanh rất nhiệt tình, chu đáo và sãn sàng hỗ trợ. Các dịch vụ khác ok, không gian đẹp, bài trí sang trọng. Tôi đã có 1 kỳ nghỉ tuyệt vời. Cảm ơn các bạn.",  thg 4 2018,Meliá Vinpearl Nha Trang Empire,ui_bubble_rating bubble_40,Hãy C,Vinpearl condotel Nha trang
"Khách sạn tại địa điểm thích hợp, nằm ở trung tâm thành phố, không nằm trên trục đường Trần Phú mặt giáp biển nhưng rất gần biển, view phòng vẫn hướng biển. Khách sạn mới, đẹp, sang trọng. Bữa sáng buffe đa dạng đồ ăn. Đặc biệt, thái độ nhân viên rất đáng mến, thân thiện. Dịch vụ của khách sạn tốt, mình đi nghỉ đúng dịp sinh nhật, khách sạn chúc mừng bánh kem khiến mình khá bất ngờ và thú vị!  Tuy nhiên, mình thấy phòng hơi nhỏ (vì mình từng ở khách sạn 4* mình thấy phòng rộng thoải mái hơn), không có bồn tắm (người lớn có thể không cần nhưng vì mình có con nhỏ).  Kì nghỉ đã kết thúc, mình gửi lời cảm ơn tới các bạn nhân viên đã nhiệt tình hỗ trợ trong thời gian gia đình mình ở đó. Chúc các bạn mạnh khoẻ, hạnh phúc, giữ mãi tâm huyết với công việc để kì nghỉ của du khách như",  thg 4 2018,Meliá Vinpearl Nha Trang Empire,ui_bubble_rating bubble_40,Phạm T,Nghỉ dưỡng
"Dịch vu tốt. Nhân viên nhiệt tình. Phòng sạch. Cần lọc thêm hồ bơi của villar.  Thuc ăn chưa phong phú, nghèo nàn so với trước đây. Sữa chua nên làm thủ công, ko nên dùng hộp sẵn. Cần cai thiện hơn về đồ ăn, thức uống .",  thg 6 2022,Vinpearl Discovery Sealink Nha Trang,ui_bubble_rating bubble_40,Hoa T,Kỳ nghỉ của gia đình Hoa
"Các dịch vụ chu đáo , nhìn chung tốt ngoài ra tiện nghi của khách sạn cũng rất tốt. Tôi rất thích thái độ của nhân viên nơi đây. Bạn Thoa rất nhiệt tình và chu đáo. Tôi nhất định sẽ quay lại nơi đây một ngày nào đó.",  thg 6 2022,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Quynh V,Vinpearl resort nha trang
"chỗ ở sang trọng, không khí trong lành, đặc biệt ấn tượng với tôi là có nhiều loài chim sáo, cu gáy,... sống trên hòn đảo. Buổi sáng khi tôi đi dạo quanh khu vực tôi thấy được sự gần gũi giữa con người và các loài vật (chim, sóc,...). Khu vui chơi VinWonders phù hợp cho các bạn nhỏ, chương trình Tata show rất hay và hoành tráng. Nói chung nó phù hợp cho chuyến đi nghỉ dưỡng gia đình. Tuy nhiên do đang trong giai đoạn xây dựng các công trình khác quanh khu vực nên hơi ồn.",  thg 12 2020,Vinpearl Discovery Sealink Nha Trang,ui_bubble_rating bubble_40,khoi,dịch vụ hoàn hảo
"Khí hậu trên đảo rất mát mẽ trong lành, nhiều view rất đẹp. Khu vui chơi rộng, nhiều game hay, đa dạng cho các thành viên gia đình. Ks sạch đẹp, view biển khá đẹp. Dịch vụ chuyên nghiệp và phục vụ nhiệt tình, dễ mến. Tóm lại, gia đình mình thấy khá hài lòng. Cám ơn Vinpearl Nha Trang!",  thg 1 2022,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Flyer45256897655,Chuyến đi vui và hài lòng.
"Dịch vụ tốt, nhân viên thân thiện, chu đáo, cảnh đẹp, không gian sạch sẽ, không khí trong lành, đồ ăn tạm ổn, dầu gội và sữa tắm mùi khá khó chịu. Dịch vụ đưa đón 24/7. Cảm ơn các bạn nhân viên Hoàng, Ngọc và các bạn lái xe ở đây rất nhiệt tình.",  thg 12 2019,Vinpearl Discovery Sealink Nha Trang,ui_bubble_rating bubble_40,Bá Đạt N,Vinpearl discovery 2 Nhà Trang
Tôi lưu trú ở Đảo Hòn Tre Nha Trang từ ngày 16/07/2021 đến 09/08/2021. Vinpearl Nha Trang nhân viên phục vụ nhiệt tình và đồ bảo hộ an toàn cho khách cũng như biệt lập các khách khác nhau để đảm bảo an toàn chung cho toàn khu resort.,  thg 8 2021,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Vu Huynh,Nghỉ dưỡng tránh dịch Covid
"dịch vụ tốt, phục vụ tận tình View đẹp, thức ăn đa dạng Phòng đẹp, có nhiều loại phòng khác nhau dành cho 2 người, nhóm nhỏ, hoặc gia đình lớn. Có các khu villa lớn có hổ bơi, khu bếp nấu ăn riêng. Tiện nghi đầy đủ trong các loại phòng",  thg 8 2021,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Hùng Nguyen,Tốt
"Gia đình tôi gồm 2 ông bà, vợ chồng tôi và 1 bé gái 9 tuổi, bé trai 14 tháng. Thành viên duy nhất không bị đau bụng đi ngoài là bé 14 tháng. Nhà tôi ở Vin resort n spa nha trang bay 3 ngày 2 đêm, có bữa trưa duy nhất ăn ở Vin wonder, ăn ở Marina hay nhà hàng trong Imperial club đều đắt đỏ và ăn không ngon, thậm chí gọi đồ về phòng còn giở hơn, thực đơn thì nghèo nàn. Dịch vụ thì không chu đáo , gia đình tôi đã nhắc là có cháu nhỏ và người già k cay k mặn những bữa nào cũng cay và mặn. Cháo cho bé thì nồng vữa, toàn hành khô, thịt băm không đứt... nói chung là rất rất tệ. Không biết từ gì để miêu tả. Đi du lịch mà nằm bẹp 1 chỗ do bị đạ bụng đi ngoài",  thg 5 2022,Vinpearl Resort & Spa Nha Trang Bay,ui_bubble_rating bubble_10,Hoàng anh,"Kinh khủng, tồi tệ"
"Phòng thiếu tủ lạnh , lò vi sóng , chăn mỏng Khu vui chơi ok Nv niềm nở , vui vẻ Đồ ăn ko phong phú Dịch vụ nhanh , suport nhanh  Chuyến đi vui vẻ  Lễ Tân , tài xế vui vẻ nhiệt tình thân thiện Di chuyển hợp lí",  thg 12 2019,Vinpearl Discovery Sealink Nha Trang,ui_bubble_rating bubble_40,Lethuhien,Tốt
"Xin chào,  Đầu tiên cảm ơn Vinpearl đã cung cấp những dịch vụ thật tốt cho chuyến đi của tôi, nhưng có vấn đề về việc check-in phòng, vấn đề tôi gặp phải ở đây đã thanh toán hoàn toàn cho phía Traveloka nhưng do vấn đề giữa 2 bên là Vinpearl và Traveloka nên bắt khách hàng như chúng tôi phải đợi chờ hai phía giải quyết vấn đề hơn 4 giờ đồng hồ. Tôi hy vọng sau này Vinpearl và phía đối tác nếu có xảy ra vấn đề hãy giải quyết với nhau và đặt quyền lợi của khách hàng lên hành đầu vì trong việc này khách hàng như chúng tôi không có lỗi.  Đây là những đóng góp mong Vinpearl có thể cải thiện để tốt hơn. Một lần nữa xin cảm ơn vì kỳ nghỉ tuyệt vời Vinpearl đã mang lại.",  thg 5 2020,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Ngoc Nguyen,Đánh giá về việc Check-in phòng
"Khách rất vắng vì dịch Corona  2h tôi checkin, lên phòng đợi 1 tiếng đến 3h chưa có ai mang hành lý lên. Tôi phải gọi cho lễ tân xác nhận rồi đợi thêm một lúc sau mới có người mang hành lý lên. Phải chăng khách Việt nên bị coi thường????",  thg 2 2020,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_30,Trần tiger,Tạm
"Khach sạn sang trọng với đội ngũ nhân viên thân thiện, chuyên nghiệp.  Cảnh biển rất đẹp, khuôn viên khách sạn, bờ biển... là nơi lý tưởng để có những bức ảnh đẹp Địa điểm tuyệt vời để đi nghỉ ngơi, thư giản với gia đình, bạn bè",  thg 11 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,HauNguyen,Vinpearl Nha Trang Resort - Honeymoon Trip
Nhân viên liên hệ quá nhiều lần để hỏi về dịch vụ đặt trước dù đã được xác nhận qua đthoai và email. Các thông tin không được các bộ phận cập nhật cho nhau. Thủ tục checkin trước khi lên tàu ra đảo hơi chậm,  thg 11 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_30,Trek13304160482,Chất lượng dịch vụ
Khách sạn đẹp - nhanan viên thân thiện Tuy nhiên cư sở vật chất đã xuống cấp. Bồn rửa mặt thoát ngước rất chậm. Cabin tắm thì mất nẹp do vậy nước bắn qua 2 vách kính ra ngoài làm nền vị ướt sũng cả ngày. ,  thg 10 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Relax25082673550,"Khách sạn đẹp, dịch vụ chu đâo"
I had a nice trip when I used your services. Everything is so good. Location is so beautiful.  Cách phục vụ rất thân thiện. Tôi rất hài lòng khi có kỳ nghỉ tại Nha Trang. Về bữa sáng nên có chút thay đổi để đỡ nhàm chán cho thực khách!,  thg 10 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Phương Quỳnh N,Good
"Đây là lần đầu tiên tôi đến Vinpearl Nha Trang. Ngồi trên cáp treo nhìn toàn cảnh vào đảo, cảm giác hơi thiếu màu xanh của cây cối. Đến khi đặt chân lên đảo thì thấy rõ nỗ lực phủ xanh đất trống đồi trọc của con người. Mình ko rõ về thổ nhưỡng nơi đây, nhưng mong có nhiều cây thân gỗ hoặc các loại cây, hoa khác chứ ko chỉ có hoa giấy...      Vườn Quý Vương rất quý giá với nhiều loài động vật quý hiếm. Cảm nhận Vingroup đã mất nhiều công sức và tâm huyết cho khu vườn này. Tuy nhiên thực sự vẫn ước có một không gian hoang dã hơn cho bầy thú và cả chim muông, để con người không chỉ được biết hình thù các con vật mà còn thấy được cả vẻ đẹp hoang dại tự nhiên của chúng...      Vườn hoa đẹp, công phu đến từng bước chân. Nhưng các loài cây và hoa chưa phong phú lắm. Ko hiểu sao hoa",  thg 10 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Minhanh,Du lịch gia đình
"Gia đình mình book 2 phòng hướng biển nhân dịp sinh nhật mẹ chồng. Gia đình rất hài lòng về dịch vụ mà resort mang đến  Resort có hồ bơi rộng và hài hòa phù hợp cho cặp đôi và gia đình. Buffet phong phú, nhiều lựa chọn cho khách.  Thiết kế phòng và nội thất hài hòa. Gia đình vẫn sẽ lựa chọn Vinpearl cho những lần lưu trú tiếp theo!",  thg 10 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Thảo H,Kì nghỉ tuyệt vời
Mình có kỳ nghỉ 3 ngày 2 đêm tại villa 3 ở đây. Nói chung là dịch vụ khá tốt. Nhưng dịch vụ xe điện di chuyển trong resort và sang khu vinpearland thì thường phải chờ khá lâu. Như vậy hơi bất tiện khi đi chơi,  thg 10 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,phuongliennguyen08,Dịch vụ khá tốt
"Phòng đầy đủ tiện nghi, nhưng không gian phòng hơi nhỏ. Nhân viên phục vụ khá nhiệt tình cẩn thẩn. Khuông viên rộng rãi , bãi biên đẹp.  Nếu có cơ hội sẽ đi lại lần nữa đẻ có thể đi hết các chỗ trên đảo ",  thg 9 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,jamesnguyen9x,Chất lượng tốt
"Đã hơn 10 năm nay, Vinpearl Resort Nha Trang luôn là điểm đến được yêu thích nhất của tất cả các thành viên trong gia đình tôi. Mỗi năm, gia đình tôi đều ghé đến Vinpearl Resort Nha Trang vào các dịp nghỉ hè, Tết Dương lịch, Giáng sinh để được thư giãn, nghỉ ngơi trên bãi biển tuyệt đẹp,để tham gia và trải nghiệm tại khu vui chơi Vinpearland và tận hưởng các dịch vụ tại Resort, chúng tôi luôn được phục vụ tận tình chu đáo từ đội ngũ nhân viên chuyên nghiệp và thân thiện. Gia đình tôi sẽ luôn yêu thích nơi này và chọn nơi này là điểm đến cho mọi kỳ nghỉ dưỡng.",  thg 5 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Linh Do,Kỳ nghỉ dưỡng của mọi gia đình
Mình có chuyến nghỉ ngắn ngày tại Nha Trang .Đêm thứ 2 Vinperl Discovery 1 là lựa chọn của cả gia đình .Thủ tục nhận phòng khá lâu chắc vì quá đông khách.Nhưng còn lại đều là trải nghiệm đáng để thử. Cảnh quan làm cho con người cảm thấy thư thái  .,  thg 4 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,TysonGuide,Tất cả đều ổn nhất định sẽ đi tham quan hết Vinpearl 
"villa xây đã lâu nhưng vẫn đẹp, sạch sẽ, toàn bộ khu vực rất yên tĩnh, bãi tắm ở khu vực khách sạn rộng và cát rất sạch. các villa đều có hồ bơi nhỏ. buffet tại khách sạn ngon, đồ ăn phong phú. Nhân viên phục vụ thân thiện, tận tình. từ khách sạn đi bộ ra bãi lặn bình khí khoảng 1km trên con đường ván gỗ rất đẹp men theo vách núi.",  thg 3 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Tom,"khu nghỉ dưỡng yên tĩnh, sang trọng"
"Bãi biển rất đẹp, cát trắng mịn và nước trong veo. Tuy nhiên ko thể tắm được vì bị sứa đốt. Tiếc là không có lưới quây giống 1 số khu du lịch nổi tiếng đã từng làm...Tiệc buffet hoành tráng, đáng tiếc một số món seafood bbq không được tươi cho lắm...",  thg 2 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_30,TmH,Một nơi nên đến nếu không còn có sứa
- Dù đã đặt thêm phần check in sớm và đã dặn là nhận phòng 6h sáng nhưng khi gia  đình đến thì resort lại bảo nhận thông tin là 8h nên chưa có phòng. Và đến hơn 8h mới có phòng nhưng phòng lại hướng hồ bơi chứ không phải hướng biển như đã đặt. - Ngoài những sự cố đó thì mọi việc còn lại đều tốt. 2 bé đã có kỳ nghỉ vui vẻ,  thg 1 2019,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Phuong N,Nhận phòng trễ
"Nhân viên ở đây nhẹ nhàng, nhiệt tình. Có bạn Như Linh care khách oke lắm 😄😄  Mà nếu muốn đi hết ở trong khu này phải đi 3ng nhé, m ko biết nên đi 2ng, đi hơi mệt mà chưa đi hết các nơi đc 😂 Lần sau sẽ đến tiếp 😘😘 ",  thg 9 2018,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Trek819361,Du lịch trc lúc nằm ổ ạ 😊😊 
"Mình đã có trải nghiệm lặn rất tuyệt vời tại Vinpearl nha trang resort. Lặn tối đa cho nữ có độ sâu là 6m và thời gian 20p, có rất nhiều loại thực và động vật biển đẹp và thú vị. Đặc biệt mình được a Quyền trực tiếp hướng dẫn lặn và trèo thuyền kayak rất nhiệt tình. Mình rất hài lòng với dịch vụ lặn ở đây và trên hết là thái độ phục vụ của nhân viên hoàn toàn xứng đáng vs tiêu chuẩn 5*. ",  thg 7 2018,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Chang,Scuba diving 
"Thật tuyệt vời, gia đình tôi đã có một kỳ nghỉ thú vị tại đây, Vinpearl resort Nha Trang có nhiều dịch vụ tốt, đồ ăn phong phú, hợp khẩu vị, phòng sạch sẽ, phong cảnh đẹp, nhân viên nhiệt tình chu đáo.",  thg 6 2018,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Lan N,Kỳ nghỉ tuyệt vời
"Thật tuyệt vời, gia đình tôi đã có một kỳ nghỉ dưỡng tại đây rất thú vị.Không gian yên tĩnh, khí hậu mát mẻ ,Nhiều dịch vụ tốt,khách sạn đẹp và sạch sẽ, đồ ăn ngon và phong phú, nhân viên phục vụ nhiệt tình và dễ thương.",  thg 6 2018,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,nguyenthiminhlan1971,Trải nghiệm và nghỉ dưỡng cùng gia đình
Cảm ơn bạn Kim Trọng rất nhiều. Mình đến sớm nhưng hỗ trợ nhận phòng sớm. Mình đăng ký dịch vụ đưa đón sân bay nhưng khi về thì mình về đường Trần Phú ks hỗ trợ đưa đón tận nơi với xe riêng. Về nhân viên mình thấy rất tốt. Đồ ăn thì bình thường chưa xứng 5*,  thg 6 2018,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Le L,"Phòng đẹp, sang trọng, nhân viên nhiệt tình và chu đáo.Đồ ăn bình thường"
"Dịch vụ tốt, phòng ốc đẹp, nhân viên thân thiện. Món ăn hợp vị với số đông, tuy chưa xuất sắc lắm. Đi vào mùa này trời nắng kinh khủng. Nên mang theo mũ, kinh, kem chống nắng. Chỉ nên chơi ca s trò chơi trong nhà Có dịp sẽ trở lại trải nghiệm và sử dụng tiếp các dịch vụ mới đang hoàn thiện.",  thg 3 2022,Vinpearl Resort & Spa Nha Trang Bay,ui_bubble_rating bubble_40,Khang H,Kỳ nghỉ dưỡng cùng gia đình
"Nhà mình đi vào thời điểm giảm giá dành cho Lhachs Nha Trang. Giá vé hiện giờ của Vinpear NL 880k, TE 700k. Ai cũng đi cáp treo qua, neu muon đi cano thi phải mua them vé 150k. Bên này rất nhieu trò chơi mới, hầu nhiw ko bị tốn thêm tiền ở các điểm vui chơi, tốt hơn nhiều so với Bà Nà Đà Nẵng. Có các cửa hàng fasstfood/ NH, giá ăn bthuong tầm 100-300k/nguoi. Khu vực này dàn cho người trẻ tham gia được nh trò chơi, còn người lớn tuoi vào đây đi bô chỉ thêm mệt. Tố 7h xem chương trình nhạc nước xong sẽ quay lại bờ, ai cũng sẽ mệt bơ phờ",  thg 5 2018,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,HÀ HOÀNG AN,Khu vui chơi lớn nhất NT
"Tôi cùng gia đình đã đi Nha Trang và nghỉ 2 đêm tại resort Vinpearl Nha Trang bay quang cảnh rất đẹp, các bữa ăn khá ngon và nhiều món ăn. Thái độ phục vụ của nhân viên khá thân thiện và ân cần, Dịch vụ di chuyển từ đảo qua đất liền cũng rất đúng giờ. Sẽ có dịp quay lại resort này nữa.",  thg 2 2018,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Goodman1237,Đi nghỉ mát
"Villa rất rộng. Phòng đẹp. Nhân viên dễ thương. Làm mình nhớ đến Vinpearl Phú Quốc hihi..... và tự nhiên có 1 sự so sánh giữa 2 bên!!! Mọi thứ đều ngang ngửa, chỉ mỗi buffet không đa dạng và phong phú bằng!!!!",  thg 8 2017,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Bò xinh,Rất đẹp
"Ấn tượng đầu tiên là việc tiếp đón, nhân viên dịch vụ rất cởi mở và nhiệt tình. Tàu cao tốc qua đảo nhanh và an toàn, xe điện và xe khách phục vụ 24/24 nên không hề lo lắng việc phải di chuyển.Phòng sạch sẽ và thuận tiện. Bể bơi dưới sảnh rộng, có cả cho người lớn và trẻ em riêng. Biển ngay trước mặt khách sạn chỉ vài bước chân là tới.^^",  thg 3 2017,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Thu Quynh,Dịch vụ hoàn hảo
"Nhân viên nhiệt tình, chu đáo, đây thực sự là nơi nghỉ dưỡng dành cho gia đình có con nhỏ, các cháu tầm từ 8 tuổi trở lên có thể tự đi lại và vui chơi thỏa thích mà cha mẹ không cần bận tâm đến việc quản lý. Phòng ốc và món ăn đều tốt. Tuy nhiên thủ tục check in và check out còn chưa xứng tầm. Nếu đi cả gia đình chúng tôi sẽ quay lại đây.",  thg 9 2016,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,hanhpht,khu nghỉ dưỡng dành cho gia đình
"5 sao và 300$ đêm nhưng ko được chuyên nghiệp. Đầu tiên là sự xếp hàng chờ checkin, cảm giác háo hức nhận phòng thay = cảm giác thất vọng vì độ lớn của phòng 5 sao, bố trí tủ áo bất hợp lý nên không để được đồ, rất bất tiện, có phản ánh cũng như không (vì không thấy phản hồi), hồ bơi rất lớn nhưng đơn điệu. Hậu cảnh hướng núi nhưng đúng hơn là núi đá. Vài hình chấm phá.  Không gian ăn uống không đảm bảo với số lượng phòng, phải chuyển vị trí khác để phục vụ.  Chúc các bạn may mắn hơn mình khi lựa khách sạn.  Gook luck.",  thg 9 2016,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_20,Tuấn L,Đẳng cấp...5 sao!
"Một địa điểm lý tưởng để đi cùng gia đình với con nhỏ. Yên tâm là bạn có thể tha hồ nghỉ ngơi thư giãn mà không ngại bị con cái làm phiên do chúng đã có chỗ chơi, và sẽ muốn quay lại nhiều lần. Vinpearl Nha Trang Resort gần như là một tổ hợp của các trò chơi giải trí, rất thích hợp với gia đình có trẻ nhỏ, không phù hợp với cặp đôi lắm.",  thg 8 2016,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Trần Đ,Một địa điểm lý tưởng để đi cùng gia đình với con nhỏ
